aqi,temperature,humidity,pm2_5,pm10,timestamp,dataSource,_id,location,__v,location.latitude,location.longitude
94,32.8,44.2,44,44,2025-10-29 14:40:05+00:00,synthetic,synth_01075,,0.0,28.6139,77.209
90,32.1,46.9,48,48,2025-10-29 15:40:05+00:00,synthetic,synth_01076,,0.0,28.6139,77.209
93,30.5,51.0,39,39,2025-10-29 16:40:05+00:00,synthetic,synth_01077,,0.0,28.6139,77.209
99,30.0,49.6,22,22,2025-10-29 17:40:05+00:00,synthetic,synth_01078,,0.0,28.6139,77.209
95,30.5,48.3,44,47,2025-10-29 18:40:05+00:00,synthetic,synth_01079,,0.0,28.6139,77.209
102,27.0,54.6,5,6,2025-10-29 19:40:05+00:00,synthetic,synth_01080,,0.0,28.6139,77.209
102,27.9,56.2,8,8,2025-10-29 20:40:05+00:00,synthetic,synth_01081,,0.0,28.6139,77.209
106,27.4,56.6,54,59,2025-10-29 21:40:05+00:00,synthetic,synth_01082,,0.0,28.6139,77.209
104,28.9,50.6,32,32,2025-10-29 22:40:05+00:00,synthetic,synth_01083,,0.0,28.6139,77.209
107,29.3,52.8,26,31,2025-10-29 23:40:05+00:00,synthetic,synth_01084,,0.0,28.6139,77.209
111,28.6,53.1,56,57,2025-10-30 00:40:05+00:00,synthetic,synth_01085,,0.0,28.6139,77.209
113,27.4,55.9,40,41,2025-10-30 01:40:05+00:00,synthetic,synth_01086,,0.0,28.6139,77.209
106,31.9,47.8,51,53,2025-10-30 02:40:05+00:00,synthetic,synth_01087,,0.0,28.6139,77.209
103,31.7,47.4,28,32,2025-10-30 03:40:05+00:00,synthetic,synth_01088,,0.0,28.6139,77.209
98,32.2,47.6,47,47,2025-10-30 04:40:05+00:00,synthetic,synth_01089,,0.0,28.6139,77.209
100,30.9,46.5,5,5,2025-10-30 05:40:05+00:00,synthetic,synth_01090,,0.0,28.6139,77.209
95,34.4,42.1,17,20,2025-10-30 06:40:05+00:00,synthetic,synth_01091,,0.0,28.6139,77.209
101,34.6,38.3,21,25,2025-10-30 07:40:05+00:00,synthetic,synth_01092,,0.0,28.6139,77.209
107,36.1,41.4,62,69,2025-10-30 08:40:05+00:00,synthetic,synth_01093,,0.0,28.6139,77.209
108,37.5,35.7,52,59,2025-10-30 09:40:05+00:00,synthetic,synth_01094,,0.0,28.6139,77.209
106,37.1,35.0,13,16,2025-10-30 10:40:05+00:00,synthetic,synth_01095,,0.0,28.6139,77.209
101,35.3,36.2,15,16,2025-10-30 11:40:05+00:00,synthetic,synth_01096,,0.0,28.6139,77.209
97,35.6,38.7,11,11,2025-10-30 12:40:05+00:00,synthetic,synth_01097,,0.0,28.6139,77.209
91,34.2,40.2,45,45,2025-10-30 13:40:05+00:00,synthetic,synth_01098,,0.0,28.6139,77.209
85,33.5,43.1,47,54,2025-10-30 14:40:05+00:00,synthetic,synth_01099,,0.0,28.6139,77.209
83,33.1,45.2,30,30,2025-10-30 15:40:05+00:00,synthetic,synth_01100,,0.0,28.6139,77.209
85,30.6,49.5,36,40,2025-10-30 16:40:05+00:00,synthetic,synth_01101,,0.0,28.6139,77.209
87,31.9,48.0,78,88,2025-10-30 17:40:05+00:00,synthetic,synth_01102,,0.0,28.6139,77.209
88,27.2,55.8,28,28,2025-10-30 18:40:05+00:00,synthetic,synth_01103,,0.0,28.6139,77.209
92,28.0,55.7,5,5,2025-10-30 19:40:05+00:00,synthetic,synth_01104,,0.0,28.6139,77.209
90,28.0,53.2,37,37,2025-10-30 20:40:05+00:00,synthetic,synth_01105,,0.0,28.6139,77.209
95,27.0,55.5,5,7,2025-10-30 21:40:05+00:00,synthetic,synth_01106,,0.0,28.6139,77.209
93,26.8,59.3,21,21,2025-10-30 22:40:05+00:00,synthetic,synth_01107,,0.0,28.6139,77.209
100,28.6,52.8,35,38,2025-10-30 23:40:05+00:00,synthetic,synth_01108,,0.0,28.6139,77.209
97,28.6,56.7,67,71,2025-10-31 00:40:05+00:00,synthetic,synth_01109,,0.0,28.6139,77.209
100,30.1,45.4,20,20,2025-10-31 01:40:05+00:00,synthetic,synth_01110,,0.0,28.6139,77.209
94,30.8,50.0,29,29,2025-10-31 02:40:05+00:00,synthetic,synth_01111,,0.0,28.6139,77.209
96,32.4,47.1,36,36,2025-10-31 03:40:05+00:00,synthetic,synth_01112,,0.0,28.6139,77.209
93,32.1,46.3,25,25,2025-10-31 04:40:05+00:00,synthetic,synth_01113,,0.0,28.6139,77.209
95,33.2,42.4,27,27,2025-10-31 05:40:05+00:00,synthetic,synth_01114,,0.0,28.6139,77.209
100,34.0,42.8,23,23,2025-10-31 06:40:05+00:00,synthetic,synth_01115,,0.0,28.6139,77.209
107,34.7,40.0,65,67,2025-10-31 07:40:05+00:00,synthetic,synth_01116,,0.0,28.6139,77.209
100,34.8,37.9,6,6,2025-10-31 08:40:05+00:00,synthetic,synth_01117,,0.0,28.6139,77.209
109,36.7,39.5,39,40,2025-10-31 09:40:05+00:00,synthetic,synth_01118,,0.0,28.6139,77.209
100,37.0,36.8,52,57,2025-10-31 10:40:05+00:00,synthetic,synth_01119,,0.0,28.6139,77.209
101,36.3,34.2,55,61,2025-10-31 11:40:05+00:00,synthetic,synth_01120,,0.0,28.6139,77.209
94,34.0,45.2,36,36,2025-10-31 12:40:05+00:00,synthetic,synth_01121,,0.0,28.6139,77.209
94,34.4,42.1,23,25,2025-10-31 13:40:05+00:00,synthetic,synth_01122,,0.0,28.6139,77.209
106,31.4,46.2,9,9,2025-10-31 14:40:05+00:00,synthetic,synth_01123,,0.0,28.6139,77.209
99,31.0,48.6,14,14,2025-10-31 15:40:05+00:00,synthetic,synth_01124,,0.0,28.6139,77.209
103,30.6,49.3,11,11,2025-10-31 16:40:05+00:00,synthetic,synth_01125,,0.0,28.6139,77.209
106,32.2,46.9,50,52,2025-10-31 17:40:05+00:00,synthetic,synth_01126,,0.0,28.6139,77.209
108,28.3,55.2,80,83,2025-10-31 18:40:05+00:00,synthetic,synth_01127,,0.0,28.6139,77.209
115,28.3,53.4,17,17,2025-10-31 19:40:05+00:00,synthetic,synth_01128,,0.0,28.6139,77.209
108,29.3,53.0,57,59,2025-10-31 20:40:05+00:00,synthetic,synth_01129,,0.0,28.6139,77.209
111,28.0,54.0,42,43,2025-10-31 21:40:05+00:00,synthetic,synth_01130,,0.0,28.6139,77.209
112,26.5,57.7,16,16,2025-10-31 22:40:05+00:00,synthetic,synth_01131,,0.0,28.6139,77.209
112,27.8,56.7,34,39,2025-10-31 23:40:05+00:00,synthetic,synth_01132,,0.0,28.6139,77.209
103,28.6,52.2,48,56,2025-11-01 00:40:05+00:00,synthetic,synth_01133,,0.0,28.6139,77.209
95,28.8,53.8,28,28,2025-11-01 01:40:05+00:00,synthetic,synth_01134,,0.0,28.6139,77.209
94,29.2,47.5,5,5,2025-11-01 02:40:05+00:00,synthetic,synth_01135,,0.0,28.6139,77.209
83,30.9,46.8,10,15,2025-11-01 03:40:05+00:00,synthetic,synth_01136,,0.0,28.6139,77.209
81,33.5,42.8,32,34,2025-11-01 04:40:05+00:00,synthetic,synth_01137,,0.0,28.6139,77.209
83,33.8,41.4,15,16,2025-11-01 05:40:05+00:00,synthetic,synth_01138,,0.0,28.6139,77.209
88,34.7,37.3,6,6,2025-11-01 06:40:05+00:00,synthetic,synth_01139,,0.0,28.6139,77.209
89,36.5,35.8,33,35,2025-11-01 07:40:05+00:00,synthetic,synth_01140,,0.0,28.6139,77.209
94,38.0,33.3,37,37,2025-11-01 08:40:05+00:00,synthetic,synth_01141,,0.0,28.6139,77.209
96,35.1,42.0,5,5,2025-11-01 09:40:05+00:00,synthetic,synth_01142,,0.0,28.6139,77.209
93,35.6,42.9,58,60,2025-11-01 10:40:05+00:00,synthetic,synth_01143,,0.0,28.6139,77.209
90,36.9,35.9,49,49,2025-11-01 11:40:05+00:00,synthetic,synth_01144,,0.0,28.6139,77.209
89,34.1,41.5,37,37,2025-11-01 12:40:05+00:00,synthetic,synth_01145,,0.0,28.6139,77.209
89,33.6,39.9,18,19,2025-11-01 13:40:05+00:00,synthetic,synth_01146,,0.0,28.6139,77.209
84,33.4,42.2,19,25,2025-11-01 14:40:05+00:00,synthetic,synth_01147,,0.0,28.6139,77.209
83,33.1,50.4,19,21,2025-11-01 15:40:05+00:00,synthetic,synth_01148,,0.0,28.6139,77.209
82,30.4,47.3,18,18,2025-11-01 16:40:05+00:00,synthetic,synth_01149,,0.0,28.6139,77.209
90,30.6,48.5,31,33,2025-11-01 17:40:05+00:00,synthetic,synth_01150,,0.0,28.6139,77.209
89,28.5,51.6,14,19,2025-11-01 18:40:05+00:00,synthetic,synth_01151,,0.0,28.6139,77.209
89,30.1,48.9,49,59,2025-11-01 19:40:05+00:00,synthetic,synth_01152,,0.0,28.6139,77.209
98,28.4,52.6,36,36,2025-11-01 20:40:05+00:00,synthetic,synth_01153,,0.0,28.6139,77.209
88,27.3,53.0,5,5,2025-11-01 21:40:05+00:00,synthetic,synth_01154,,0.0,28.6139,77.209
86,28.6,53.8,51,54,2025-11-01 22:40:05+00:00,synthetic,synth_01155,,0.0,28.6139,77.209
93,27.7,52.4,22,26,2025-11-01 23:40:05+00:00,synthetic,synth_01156,,0.0,28.6139,77.209
97,27.8,57.0,42,47,2025-11-02 00:40:05+00:00,synthetic,synth_01157,,0.0,28.6139,77.209
92,28.8,55.0,37,37,2025-11-02 01:40:05+00:00,synthetic,synth_01158,,0.0,28.6139,77.209
86,29.8,52.8,8,8,2025-11-02 02:40:05+00:00,synthetic,synth_01159,,0.0,28.6139,77.209
90,32.1,45.8,37,40,2025-11-02 03:40:05+00:00,synthetic,synth_01160,,0.0,28.6139,77.209
87,32.5,46.7,23,24,2025-11-02 04:40:05+00:00,synthetic,synth_01161,,0.0,28.6139,77.209
95,35.3,40.8,57,63,2025-11-02 05:40:05+00:00,synthetic,synth_01162,,0.0,28.6139,77.209
101,32.5,46.4,5,5,2025-11-02 06:40:05+00:00,synthetic,synth_01163,,0.0,28.6139,77.209
96,33.7,46.0,21,21,2025-11-02 07:40:05+00:00,synthetic,synth_01164,,0.0,28.6139,77.209
100,36.9,39.1,50,51,2025-11-02 08:40:05+00:00,synthetic,synth_01165,,0.0,28.6139,77.209
104,35.7,39.5,30,30,2025-11-02 09:40:05+00:00,synthetic,synth_01166,,0.0,28.6139,77.209
103,36.4,39.0,39,44,2025-11-02 10:40:05+00:00,synthetic,synth_01167,,0.0,28.6139,77.209
103,36.5,38.5,68,73,2025-11-02 11:40:05+00:00,synthetic,synth_01168,,0.0,28.6139,77.209
95,35.1,38.9,48,49,2025-11-02 12:40:05+00:00,synthetic,synth_01169,,0.0,28.6139,77.209
99,33.0,43.4,9,9,2025-11-02 13:40:05+00:00,synthetic,synth_01170,,0.0,28.6139,77.209
96,31.8,46.6,5,5,2025-11-02 14:40:05+00:00,synthetic,synth_01171,,0.0,28.6139,77.209
95,33.2,45.8,6,6,2025-11-02 15:40:05+00:00,synthetic,synth_01172,,0.0,28.6139,77.209
85,31.5,46.3,17,17,2025-11-02 16:40:05+00:00,synthetic,synth_01173,,0.0,28.6139,77.209
91,30.0,50.0,15,15,2025-11-02 17:40:05+00:00,synthetic,synth_01174,,0.0,28.6139,77.209
98,30.4,50.5,42,42,2025-11-02 18:40:05+00:00,synthetic,synth_01175,,0.0,28.6139,77.209
97,30.3,51.3,41,44,2025-11-02 19:40:05+00:00,synthetic,synth_01176,,0.0,28.6139,77.209
94,28.4,52.1,33,35,2025-11-02 20:40:05+00:00,synthetic,synth_01177,,0.0,28.6139,77.209
100,28.0,51.7,5,5,2025-11-02 21:40:05+00:00,synthetic,synth_01178,,0.0,28.6139,77.209
100,29.2,56.3,61,63,2025-11-02 22:40:05+00:00,synthetic,synth_01179,,0.0,28.6139,77.209
98,28.2,53.5,57,57,2025-11-02 23:40:05+00:00,synthetic,synth_01180,,0.0,28.6139,77.209
99,28.0,54.7,5,5,2025-11-03 00:40:05+00:00,synthetic,synth_01181,,0.0,28.6139,77.209
92,30.7,46.8,69,72,2025-11-03 01:40:05+00:00,synthetic,synth_01182,,0.0,28.6139,77.209
90,29.7,49.9,5,5,2025-11-03 02:40:05+00:00,synthetic,synth_01183,,0.0,28.6139,77.209
94,29.7,50.2,13,15,2025-11-03 03:40:05+00:00,synthetic,synth_01184,,0.0,28.6139,77.209
91,33.8,41.5,41,41,2025-11-03 04:40:05+00:00,synthetic,synth_01185,,0.0,28.6139,77.209
100,32.7,45.8,25,25,2025-11-03 05:40:05+00:00,synthetic,synth_01186,,0.0,28.6139,77.209
99,35.6,36.0,35,38,2025-11-03 06:40:05+00:00,synthetic,synth_01187,,0.0,28.6139,77.209
103,35.7,39.4,64,67,2025-11-03 07:40:05+00:00,synthetic,synth_01188,,0.0,28.6139,77.209
105,35.4,38.9,44,50,2025-11-03 08:40:05+00:00,synthetic,synth_01189,,0.0,28.6139,77.209
94,36.1,35.5,43,46,2025-11-03 09:40:05+00:00,synthetic,synth_01190,,0.0,28.6139,77.209
99,35.8,36.2,5,5,2025-11-03 10:40:05+00:00,synthetic,synth_01191,,0.0,28.6139,77.209
94,35.5,36.2,52,52,2025-11-03 11:40:05+00:00,synthetic,synth_01192,,0.0,28.6139,77.209
90,35.0,40.1,26,26,2025-11-03 12:40:05+00:00,synthetic,synth_01193,,0.0,28.6139,77.209
87,35.8,38.9,34,35,2025-11-03 13:40:05+00:00,synthetic,synth_01194,,0.0,28.6139,77.209
87,33.0,45.2,32,34,2025-11-03 14:40:05+00:00,synthetic,synth_01195,,0.0,28.6139,77.209
95,31.5,45.6,16,16,2025-11-03 15:40:05+00:00,synthetic,synth_01196,,0.0,28.6139,77.209
100,30.8,49.4,6,12,2025-11-03 16:40:05+00:00,synthetic,synth_01197,,0.0,28.6139,77.209
101,29.4,50.4,5,5,2025-11-03 17:40:05+00:00,synthetic,synth_01198,,0.0,28.6139,77.209
106,29.9,50.7,51,51,2025-11-03 18:40:05+00:00,synthetic,synth_01199,,0.0,28.6139,77.209
108,29.4,50.4,31,33,2025-11-03 19:40:05+00:00,synthetic,synth_01200,,0.0,28.6139,77.209
108,27.8,57.6,77,79,2025-11-03 20:40:05+00:00,synthetic,synth_01201,,0.0,28.6139,77.209
101,27.8,55.6,24,29,2025-11-03 21:40:05+00:00,synthetic,synth_01202,,0.0,28.6139,77.209
97,28.1,49.4,5,9,2025-11-03 22:40:05+00:00,synthetic,synth_01203,,0.0,28.6139,77.209
98,27.7,54.2,13,15,2025-11-03 23:40:05+00:00,synthetic,synth_01204,,0.0,28.6139,77.209
94,29.8,53.0,62,68,2025-11-04 00:40:05+00:00,synthetic,synth_01205,,0.0,28.6139,77.209
93,29.0,50.8,41,42,2025-11-04 01:40:05+00:00,synthetic,synth_01206,,0.0,28.6139,77.209
90,30.9,47.4,19,19,2025-11-04 02:40:05+00:00,synthetic,synth_01207,,0.0,28.6139,77.209
84,31.2,46.0,6,9,2025-11-04 03:40:05+00:00,synthetic,synth_01208,,0.0,28.6139,77.209
91,33.4,45.8,63,73,2025-11-04 04:40:05+00:00,synthetic,synth_01209,,0.0,28.6139,77.209
101,33.9,44.9,34,34,2025-11-04 05:40:05+00:00,synthetic,synth_01210,,0.0,28.6139,77.209
106,34.7,39.7,30,33,2025-11-04 06:40:05+00:00,synthetic,synth_01211,,0.0,28.6139,77.209
110,36.3,36.7,29,31,2025-11-04 07:40:05+00:00,synthetic,synth_01212,,0.0,28.6139,77.209
111,35.4,42.4,62,64,2025-11-04 08:40:05+00:00,synthetic,synth_01213,,0.0,28.6139,77.209
116,36.3,39.1,24,24,2025-11-04 09:40:05+00:00,synthetic,synth_01214,,0.0,28.6139,77.209
100,35.0,38.2,23,23,2025-11-04 10:40:05+00:00,synthetic,synth_01215,,0.0,28.6139,77.209
96,34.5,42.7,9,9,2025-11-04 11:40:05+00:00,synthetic,synth_01216,,0.0,28.6139,77.209
92,35.5,34.4,45,51,2025-11-04 12:40:05+00:00,synthetic,synth_01217,,0.0,28.6139,77.209
88,33.4,41.7,13,13,2025-11-04 13:40:05+00:00,synthetic,synth_01218,,0.0,28.6139,77.209
85,33.2,46.9,60,60,2025-11-04 14:40:05+00:00,synthetic,synth_01219,,0.0,28.6139,77.209
91,31.8,47.0,31,34,2025-11-04 15:40:05+00:00,synthetic,synth_01220,,0.0,28.6139,77.209
99,30.2,49.2,57,60,2025-11-04 16:40:05+00:00,synthetic,synth_01221,,0.0,28.6139,77.209
111,31.1,49.6,65,65,2025-11-04 17:40:05+00:00,synthetic,synth_01222,,0.0,28.6139,77.209
110,29.4,53.0,65,66,2025-11-04 18:40:05+00:00,synthetic,synth_01223,,0.0,28.6139,77.209
108,27.5,52.5,14,18,2025-11-04 19:40:05+00:00,synthetic,synth_01224,,0.0,28.6139,77.209
104,27.8,56.9,44,48,2025-11-04 20:40:05+00:00,synthetic,synth_01225,,0.0,28.6139,77.209
105,26.8,59.8,27,30,2025-11-04 21:40:05+00:00,synthetic,synth_01226,,0.0,28.6139,77.209
108,28.6,54.3,35,35,2025-11-04 22:40:05+00:00,synthetic,synth_01227,,0.0,28.6139,77.209
100,28.2,53.8,23,23,2025-11-04 23:40:05+00:00,synthetic,synth_01228,,0.0,28.6139,77.209
101,30.2,52.4,76,80,2025-11-05 00:40:05+00:00,synthetic,synth_01229,,0.0,28.6139,77.209
104,29.5,50.2,43,46,2025-11-05 01:40:05+00:00,synthetic,synth_01230,,0.0,28.6139,77.209
100,31.1,50.0,47,48,2025-11-05 02:40:05+00:00,synthetic,synth_01231,,0.0,28.6139,77.209
93,31.4,44.2,33,35,2025-11-05 03:40:05+00:00,synthetic,synth_01232,,0.0,28.6139,77.209
96,32.7,46.7,59,61,2025-11-05 04:40:05+00:00,synthetic,synth_01233,,0.0,28.6139,77.209
94,34.1,44.4,55,62,2025-11-05 05:40:05+00:00,synthetic,synth_01234,,0.0,28.6139,77.209
101,34.3,42.4,48,48,2025-11-05 06:40:05+00:00,synthetic,synth_01235,,0.0,28.6139,77.209
107,34.8,39.9,18,18,2025-11-05 07:40:05+00:00,synthetic,synth_01236,,0.0,28.6139,77.209
104,34.6,42.4,54,54,2025-11-05 08:40:05+00:00,synthetic,synth_01237,,0.0,28.6139,77.209
107,35.2,36.6,10,10,2025-11-05 09:40:05+00:00,synthetic,synth_01238,,0.0,28.6139,77.209
104,35.3,39.7,34,38,2025-11-05 10:40:05+00:00,synthetic,synth_01239,,0.0,28.6139,77.209
109,36.9,39.6,82,91,2025-11-05 11:40:05+00:00,synthetic,synth_01240,,0.0,28.6139,77.209
106,35.8,38.2,25,28,2025-11-05 12:40:05+00:00,synthetic,synth_01241,,0.0,28.6139,77.209
98,33.8,41.5,50,54,2025-11-05 13:40:05+00:00,synthetic,synth_01242,,0.0,28.6139,77.209
94,32.2,45.2,5,5,2025-11-05 14:40:05+00:00,synthetic,synth_01243,,0.0,28.6139,77.209
103,31.6,46.0,17,19,2025-11-05 15:40:05+00:00,synthetic,synth_01244,,0.0,28.6139,77.209
106,30.0,52.2,30,35,2025-11-05 16:40:05+00:00,synthetic,synth_01245,,0.0,28.6139,77.209
97,31.9,46.3,37,39,2025-11-05 17:40:05+00:00,synthetic,synth_01246,,0.0,28.6139,77.209
99,28.9,51.3,35,37,2025-11-05 18:40:05+00:00,synthetic,synth_01247,,0.0,28.6139,77.209
103,28.8,51.9,49,51,2025-11-05 19:40:05+00:00,synthetic,synth_01248,,0.0,28.6139,77.209
100,27.5,58.7,10,10,2025-11-05 20:40:05+00:00,synthetic,synth_01249,,0.0,28.6139,77.209
107,28.6,53.5,36,36,2025-11-05 21:40:05+00:00,synthetic,synth_01250,,0.0,28.6139,77.209
106,26.9,55.1,31,38,2025-11-05 22:40:05+00:00,synthetic,synth_01251,,0.0,28.6139,77.209
105,27.1,56.6,36,36,2025-11-05 23:40:05+00:00,synthetic,synth_01252,,0.0,28.6139,77.209
93,30.0,48.2,47,51,2025-11-06 00:40:05+00:00,synthetic,synth_01253,,0.0,28.6139,77.209
94,30.1,49.2,10,10,2025-11-06 01:40:05+00:00,synthetic,synth_01254,,0.0,28.6139,77.209
99,30.9,48.2,44,44,2025-11-06 02:40:05+00:00,synthetic,synth_01255,,0.0,28.6139,77.209
96,30.0,48.6,5,5,2025-11-06 03:40:05+00:00,synthetic,synth_01256,,0.0,28.6139,77.209
100,34.1,43.9,61,61,2025-11-06 04:40:05+00:00,synthetic,synth_01257,,0.0,28.6139,77.209
103,34.7,45.4,60,60,2025-11-06 05:40:05+00:00,synthetic,synth_01258,,0.0,28.6139,77.209
106,35.7,39.3,38,39,2025-11-06 06:40:05+00:00,synthetic,synth_01259,,0.0,28.6139,77.209
101,35.5,40.4,15,15,2025-11-06 07:40:05+00:00,synthetic,synth_01260,,0.0,28.6139,77.209
104,36.1,36.6,8,8,2025-11-06 08:40:05+00:00,synthetic,synth_01261,,0.0,28.6139,77.209
103,36.0,36.9,54,58,2025-11-06 09:40:05+00:00,synthetic,synth_01262,,0.0,28.6139,77.209
101,36.2,38.5,7,11,2025-11-06 10:40:05+00:00,synthetic,synth_01263,,0.0,28.6139,77.209
102,34.3,42.6,21,22,2025-11-06 11:40:05+00:00,synthetic,synth_01264,,0.0,28.6139,77.209
95,34.6,41.2,52,52,2025-11-06 12:40:05+00:00,synthetic,synth_01265,,0.0,28.6139,77.209
88,34.6,41.2,10,10,2025-11-06 13:40:05+00:00,synthetic,synth_01266,,0.0,28.6139,77.209
91,33.2,42.4,11,11,2025-11-06 14:40:05+00:00,synthetic,synth_01267,,0.0,28.6139,77.209
91,32.4,39.2,28,29,2025-11-06 15:40:05+00:00,synthetic,synth_01268,,0.0,28.6139,77.209
100,30.9,50.6,7,8,2025-11-06 16:40:05+00:00,synthetic,synth_01269,,0.0,28.6139,77.209
99,29.3,50.1,38,41,2025-11-06 17:40:05+00:00,synthetic,synth_01270,,0.0,28.6139,77.209
107,28.2,54.7,51,51,2025-11-06 18:40:05+00:00,synthetic,synth_01271,,0.0,28.6139,77.209
111,30.5,49.3,47,49,2025-11-06 19:40:05+00:00,synthetic,synth_01272,,0.0,28.6139,77.209
115,25.6,58.1,5,5,2025-11-06 20:40:05+00:00,synthetic,synth_01273,,0.0,28.6139,77.209
115,26.1,61.2,23,23,2025-11-06 21:40:05+00:00,synthetic,synth_01274,,0.0,28.6139,77.209
115,27.7,55.5,38,38,2025-11-06 22:40:05+00:00,synthetic,synth_01275,,0.0,28.6139,77.209
117,28.0,51.9,7,7,2025-11-06 23:40:05+00:00,synthetic,synth_01276,,0.0,28.6139,77.209
108,29.9,52.2,45,46,2025-11-07 00:40:05+00:00,synthetic,synth_01277,,0.0,28.6139,77.209
105,30.2,46.6,38,39,2025-11-07 01:40:05+00:00,synthetic,synth_01278,,0.0,28.6139,77.209
99,30.0,43.7,18,18,2025-11-07 02:40:05+00:00,synthetic,synth_01279,,0.0,28.6139,77.209
100,31.0,50.5,23,26,2025-11-07 03:40:05+00:00,synthetic,synth_01280,,0.0,28.6139,77.209
97,32.7,45.0,46,46,2025-11-07 04:40:05+00:00,synthetic,synth_01281,,0.0,28.6139,77.209
104,34.1,44.8,37,37,2025-11-07 05:40:05+00:00,synthetic,synth_01282,,0.0,28.6139,77.209
105,35.6,37.9,50,56,2025-11-07 06:40:05+00:00,synthetic,synth_01283,,0.0,28.6139,77.209
104,36.4,37.6,27,27,2025-11-07 07:40:05+00:00,synthetic,synth_01284,,0.0,28.6139,77.209
108,34.9,40.5,18,20,2025-11-07 08:40:05+00:00,synthetic,synth_01285,,0.0,28.6139,77.209
106,36.2,36.6,59,66,2025-11-07 09:40:05+00:00,synthetic,synth_01286,,0.0,28.6139,77.209
106,37.3,33.7,32,32,2025-11-07 10:40:05+00:00,synthetic,synth_01287,,0.0,28.6139,77.209
104,36.9,37.3,37,39,2025-11-07 11:40:05+00:00,synthetic,synth_01288,,0.0,28.6139,77.209
101,36.5,37.7,5,5,2025-11-07 12:40:05+00:00,synthetic,synth_01289,,0.0,28.6139,77.209
101,33.6,44.0,34,34,2025-11-07 13:40:05+00:00,synthetic,synth_01290,,0.0,28.6139,77.209
104,34.0,45.0,41,44,2025-11-07 14:40:05+00:00,synthetic,synth_01291,,0.0,28.6139,77.209
105,32.0,46.2,18,25,2025-11-07 15:40:05+00:00,synthetic,synth_01292,,0.0,28.6139,77.209
98,31.7,47.6,5,5,2025-11-07 16:40:05+00:00,synthetic,synth_01293,,0.0,28.6139,77.209
107,32.4,43.0,41,46,2025-11-07 17:40:05+00:00,synthetic,synth_01294,,0.0,28.6139,77.209
111,29.0,53.0,38,41,2025-11-07 18:40:05+00:00,synthetic,synth_01295,,0.0,28.6139,77.209
115,28.0,52.2,19,22,2025-11-07 19:40:05+00:00,synthetic,synth_01296,,0.0,28.6139,77.209
112,29.5,53.0,90,92,2025-11-07 20:40:05+00:00,synthetic,synth_01297,,0.0,28.6139,77.209
109,28.5,52.6,55,57,2025-11-07 21:40:05+00:00,synthetic,synth_01298,,0.0,28.6139,77.209
107,27.4,55.6,61,61,2025-11-07 22:40:05+00:00,synthetic,synth_01299,,0.0,28.6139,77.209
102,27.3,55.6,21,21,2025-11-07 23:40:05+00:00,synthetic,synth_01300,,0.0,28.6139,77.209
99,31.0,46.3,72,75,2025-11-08 00:40:05+00:00,synthetic,synth_01301,,0.0,28.6139,77.209
96,29.5,51.4,23,23,2025-11-08 01:40:05+00:00,synthetic,synth_01302,,0.0,28.6139,77.209
91,31.2,49.8,33,36,2025-11-08 02:40:05+00:00,synthetic,synth_01303,,0.0,28.6139,77.209
93,32.1,46.6,56,56,2025-11-08 03:40:05+00:00,synthetic,synth_01304,,0.0,28.6139,77.209
90,33.5,43.5,47,47,2025-11-08 04:40:05+00:00,synthetic,synth_01305,,0.0,28.6139,77.209
93,33.3,43.0,31,31,2025-11-08 05:40:05+00:00,synthetic,synth_01306,,0.0,28.6139,77.209
96,35.7,41.6,21,22,2025-11-08 06:40:05+00:00,synthetic,synth_01307,,0.0,28.6139,77.209
94,36.7,36.5,29,31,2025-11-08 07:40:05+00:00,synthetic,synth_01308,,0.0,28.6139,77.209
93,34.3,39.7,5,5,2025-11-08 08:40:05+00:00,synthetic,synth_01309,,0.0,28.6139,77.209
104,34.8,39.7,37,37,2025-11-08 09:40:05+00:00,synthetic,synth_01310,,0.0,28.6139,77.209
104,35.2,41.5,59,66,2025-11-08 10:40:05+00:00,synthetic,synth_01311,,0.0,28.6139,77.209
110,37.5,34.6,18,20,2025-11-08 11:40:05+00:00,synthetic,synth_01312,,0.0,28.6139,77.209
99,34.0,42.0,48,50,2025-11-08 12:40:05+00:00,synthetic,synth_01313,,0.0,28.6139,77.209
94,35.4,37.2,46,47,2025-11-08 13:40:05+00:00,synthetic,synth_01314,,0.0,28.6139,77.209
92,32.8,43.6,43,44,2025-11-08 14:40:05+00:00,synthetic,synth_01315,,0.0,28.6139,77.209
95,31.1,47.2,23,23,2025-11-08 15:40:05+00:00,synthetic,synth_01316,,0.0,28.6139,77.209
96,31.6,46.5,11,11,2025-11-08 16:40:05+00:00,synthetic,synth_01317,,0.0,28.6139,77.209
99,30.9,50.1,48,52,2025-11-08 17:40:05+00:00,synthetic,synth_01318,,0.0,28.6139,77.209
98,29.1,51.4,31,34,2025-11-08 18:40:05+00:00,synthetic,synth_01319,,0.0,28.6139,77.209
104,28.1,56.9,56,60,2025-11-08 19:40:05+00:00,synthetic,synth_01320,,0.0,28.6139,77.209
98,28.5,51.0,40,46,2025-11-08 20:40:05+00:00,synthetic,synth_01321,,0.0,28.6139,77.209
95,28.4,55.9,48,57,2025-11-08 21:40:05+00:00,synthetic,synth_01322,,0.0,28.6139,77.209
100,26.2,58.1,22,24,2025-11-08 22:40:05+00:00,synthetic,synth_01323,,0.0,28.6139,77.209
